transaction_id,customer_id,timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,new_device,ip_address,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,hour,day_of_week,is_weekend
fee8542d-8ee6-4b0d-9671-c294dd08ed26,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-03 18:40:59.468549+00:00,us,usd,cad,atm,278.19,278.19,4.25,1.351351,False,221.78.171.180,us,False,0.123,standard,263,0.522,0,0.223,0,0,0.0,0,18.0,0.0,0
bfdb9fc1-27fe-4a85-b043-4d813d679259,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2022-10-03 20:39:38.468549+00:00,ca,cad,mxn,web,208.51,208.51,4.24,12.758621,True,120.12.20.29,ca,False,0.569,standard,947,0.475,0,0.268,0,1,0.0,0,20.0,0.0,0
fc855034-3ea5-4993-9afa-b511d93fe5e8,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-03 23:02:43.468549+00:00,us,usd,cny,mobile,160.33,160.33,2.7,7.142857,False,223.96.181.93,us,False,0.437,enhanced,367,0.939,0,0.176,0,0,0.0,0,23.0,0.0,0
2cf8c08e-42ec-444d-a755-34b9a2a0a4ca,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-04 01:08:53.468549+00:00,us,usd,eur,mobile,59.41,59.41,2.22,0.925926,False,186.228.15.74,us,False,0.594,standard,147,0.551,0,0.391,0,0,0.0,0,1.0,1.0,0
d907a74d-b426-438d-97eb-dbe911aca91c,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-04 09:35:03.468549+00:00,us,usd,inr,mobile,200.96,200.96,3.61,83.333333,False,11.82.47.62,us,False,0.121,enhanced,257,0.894,0,0.257,0,0,0.0,0,9.0,1.0,0
ec17d6f2-6505-4de9-910f-0de3ac3bbc23,4cfe5cbc-d677-49bc-8739-b1d05f351250,2022-10-04 12:09:59.468549+00:00,us,usd,gbp,mobile,526.9,526.9,8.75,0.8,False,191.142.136.198,us,False,0.094,low,616,0.702,0,0.361,0,0,0.0,0,12.0,1.0,0
2d8efe37-33ea-40de-9881-e553e3f2f8ce,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2022-10-04 12:37:41.468549+00:00,ca,cad,gbp,mobile,149.24,149.24,2.33,0.592,False,106.34.98.71,ca,False,0.299,standard,947,0.625,0,0.268,0,0,0.0,0,12.0,1.0,0
4d311532-ee0b-4985-b996-63e11a7144d3,4dfeffe2-94ed-4fc3-b5bc-89c6f1e86dab,2022-10-04 16:27:44.468549+00:00,ca,cad,inr,web,276.51,276.51,5.59,61.666667,False,32.170.54.208,ca,False,0.087,standard,1041,0.867,0,0.245,0,1,0.12,0,16.0,1.0,0
db5bdea7-0701-4c07-9efa-815fa6ca9ede,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-04 21:00:36.468549+00:00,us,usd,eur,mobile,99.52,99.52,2.41,0.925926,False,109.242.237.91,us,False,0.182,enhanced,367,0.939,0,0.176,0,0,0.0,0,21.0,1.0,0
d74c81c0-bf5d-4184-8ce2-27fb753cb1c6,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-04 21:20:42.468549+00:00,us,usd,php,web,302.55,302.55,5.26,58.823529,False,103.237.21.29,us,False,0.413,standard,1016,0.944,0,0.247,0,0,0.1,1,21.0,1.0,0
ff57e293-80cf-4e72-baa4-37011f79b0ff,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-04 22:18:42.468549+00:00,us,usd,ngn,mobile,187.84,187.84,3.14,1111.111111,False,224.70.29.217,us,False,0.318,enhanced,257,0.894,0,0.257,0,0,0.25,0,22.0,1.0,0
43a11314-6420-4e23-b0a8-69d5f010da86,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-04 22:54:28.468549+00:00,us,usd,usd,mobile,9998.43,9998.43,151.63,1.0,False,79.129.58.248,us,False,0.254,standard,1018,0.934,0,0.087,0,0,0.0,0,22.0,1.0,0
2743f55c-3693-4219-a62c-5b3d22caf2c6,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-05 00:57:43.468549+00:00,us,usd,cny,web,171.86,171.86,2.96,7.142857,False,212.97.193.174,us,False,0.109,standard,298,0.336,0,0.166,0,0,0.0,0,0.0,2.0,0
293c5ffb-ea4a-4ddb-855d-b159d7faee37,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-05 13:34:02.468549+00:00,us,usd,inr,atm,87.81,87.81,2.4,83.333333,True,31.210.109.168,us,False,0.151,standard,147,0.401,0,0.391,0,1,0.0,0,13.0,2.0,0
d48dbfbf-2b25-47e0-8470-66e8996faa0f,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-05 15:32:41.468549+00:00,us,usd,cad,web,9991.85,9991.85,151.39,1.351351,False,15.50.13.82,us,False,0.423,enhanced,257,0.894,0,0.257,0,0,0.0,0,15.0,2.0,0
939c7f20-585e-4534-b346-2c879ac977d7,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-05 17:13:30.468549+00:00,us,usd,gbp,mobile,309.39,309.39,5.54,0.8,False,178.184.240.95,us,False,0.329,standard,1016,0.944,0,0.247,0,0,0.0,0,17.0,2.0,0
0517c799-0f40-4d7c-b720-2f4969b2564f,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-05 19:41:37.468549+00:00,us,usd,mxn,web,260.49,260.49,4.85,17.241379,False,12.81.186.104,us,False,0.316,enhanced,367,0.939,0,0.176,0,0,0.2,0,19.0,2.0,0
61d9b774-8426-4edc-bc73-272dbb254f60,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-05 22:10:20.468549+00:00,us,usd,gbp,mobile,87.5,87.5,2.31,0.8,True,50.29.25.58,us,False,0.24,standard,1018,0.784,0,0.087,0,0,0.0,0,22.0,2.0,0
25f9e6ad-9036-4158-900d-dfdd51b05d1c,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-06 01:21:47.468549+00:00,us,usd,ngn,mobile,254.76,254.76,4.75,1111.111111,False,35.46.78.22,uk,True,0.448,standard,298,0.336,0,0.166,0,0,0.25,0,1.0,3.0,0
af64ac0a-12ae-4742-b907-3c2ee82e1c0b,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-06 04:25:15.468549+00:00,us,usd,cad,mobile,326.05,326.05,5.85,1.351351,False,92.162.26.18,us,False,0.066,standard,263,0.522,0,0.223,0,0,0.0,0,4.0,3.0,0
857dd214-d937-4ef4-9b0e-8a8a5ca04ee0,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-06 07:10:30.468549+00:00,ca,cad,ngn,atm,293.42,293.42,5.81,822.222222,True,111.241.62.47,ca,False,0.366,standard,853,0.68,0,0.29,0,0,0.0,0,7.0,3.0,0
ea2f7e46-714b-4c1d-ae81-f0bf0c47313b,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-06 07:38:34.468549+00:00,us,usd,ngn,web,208.25,208.25,4.3,1111.111111,False,7.220.1.69,ca,True,0.29,enhanced,367,0.939,0,0.176,0,0,0.25,0,7.0,3.0,0
fec2c143-ef9b-4274-b99f-713d1ed511b7,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-06 07:40:57.468549+00:00,us,usd,ngn,web,121.71,121.71,3.06,1111.111111,True,229.134.112.249,us,False,0.15,standard,298,0.186,0,0.166,0,0,0.25,0,7.0,3.0,0
c53f0b81-e21d-4c5e-81d6-baa0ad8c5d58,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-06 08:10:10.468549+00:00,us,usd,gbp,mobile,39.5,39.5,1.3,0.8,False,80.185.84.114,us,False,0.291,standard,1018,0.934,0,0.087,0,0,0.0,0,8.0,3.0,0
8b701ec2-f0d3-432d-bb4b-7e1745bef34f,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-06 09:34:57.468549+00:00,us,usd,usd,mobile,121.06,121.06,3.04,1.0,False,155.92.229.247,us,False,0.163,standard,147,0.551,0,0.391,0,0,0.0,0,9.0,3.0,0
671f6c5a-3638-4f30-a7e7-9e7e05c972bc,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-06 10:06:36.468549+00:00,us,usd,cad,mobile,204.53,204.53,4.61,1.351351,False,97.24.196.237,us,False,0.194,standard,263,0.522,0,0.223,0,0,0.0,0,10.0,3.0,0
cb118fb8-a30f-4e5b-b288-3975a35def8e,4dfeffe2-94ed-4fc3-b5bc-89c6f1e86dab,2022-10-06 11:15:12.468549+00:00,ca,cad,cny,web,76.26,76.26,3.89,5.285714,False,64.18.229.205,ca,False,0.424,standard,1041,0.867,0,0.245,0,0,0.0,0,11.0,3.0,0
dd3f2150-2bbd-4489-99b6-7b99c4f4f05c,924a7526-46e2-47d9-90ef-4dd432816253,2022-10-06 18:00:46.468549+00:00,ca,cad,mxn,mobile,149.15,149.15,3.63,12.758621,False,196.195.2.252,ca,False,0.554,standard,366,0.662,0,0.225,0,0,0.0,0,18.0,3.0,0
5e7cb574-cb06-456f-bb1b-428207cf0253,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-06 19:02:12.468549+00:00,us,usd,gbp,web,46.16,46.16,1.0,0.8,False,177.2.167.24,us,False,0.41,standard,1018,0.934,0,0.087,0,0,0.0,0,19.0,3.0,0
62316f4f-c0d6-402e-89d1-9f20b692bef6,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-06 19:48:22.468549+00:00,us,usd,ngn,mobile,97.81,97.81,3.11,1111.111111,False,166.177.79.241,us,False,0.647,standard,147,0.551,0,0.391,0,0,0.25,0,19.0,3.0,0
051036ba-dbe3-4d60-9b81-5683d6ca4da7,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-07 00:53:02.468549+00:00,us,usd,cad,mobile,150.59,150.59,3.38,1.351351,False,68.123.191.159,ca,True,0.27,standard,1016,0.944,0,0.247,0,0,0.0,0,0.0,4.0,0
1823877a-cc28-4333-929a-5523a0d20120,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 08:31:21.468549+00:00,us,usd,usd,mobile,232.66,232.66,4.31,1.0,False,62.78.115.149,us,False,0.271,standard,263,0.522,0,0.223,0,0,0.0,0,8.0,4.0,0
e8650f06-b8f9-4465-9d23-7dc4c11e989b,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 08:48:11.468549+00:00,us,usd,gbp,atm,91.61,91.61,1.63,0.8,False,12.65.50.23,us,False,0.537,standard,263,0.522,0,0.223,0,0,0.0,0,8.0,4.0,0
8fe20fa1-61c3-4eae-a3ed-160718e0b209,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-07 09:07:42.468549+00:00,us,usd,usd,mobile,61.27,61.27,1.79,1.0,False,218.149.36.208,us,False,0.223,enhanced,367,0.939,0,0.176,0,0,0.0,0,9.0,4.0,0
028a1dc3-fc09-4c4e-a5a8-63e05aa01c60,c6d6f094-e982-46d2-8c1b-12d3af4a4bb9,2022-10-07 10:10:25.468549+00:00,ca,cad,cny,web,146.2,146.2,2.67,5.285714,False,234.129.149.119,ca,False,0.258,standard,172,0.881,0,0.199,0,0,0.0,0,10.0,4.0,0
4a8a5f43-683e-4f80-9d7a-f4cdcb614dfc,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 11:46:35.468549+00:00,uk,gbp,gbp,mobile,291.49,291.49,4.34,1.0,False,206.237.16.196,uk,False,0.064,standard,4,0.892,0,0.407,0,0,0.0,0,11.0,4.0,0
b125b83b-b613-427a-b145-cd1075f096cf,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 15:52:25.468549+00:00,us,usd,eur,mobile,307.68,307.68,5.25,0.925926,False,53.200.160.111,us,False,0.931,standard,263,0.522,0,0.223,0,0,0.0,0,15.0,4.0,0
4793bd44-98b0-465d-915a-bda5f479fe66,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 16:33:27.468549+00:00,uk,gbp,php,web,93.99,93.99,2.15,73.529412,False,48.92.244.30,uk,False,0.197,standard,4,0.892,0,0.407,0,0,0.0,0,16.0,4.0,0
728173a7-40bb-4543-a0e6-cc4846aac077,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 00:05:48.468549+00:00,uk,gbp,eur,mobile,126.01,126.01,3.4,1.157407,False,180.160.210.98,uk,False,0.483,standard,4,0.892,0,0.407,0,0,0.05,0,0.0,5.0,1
b15a08b2-a696-4d1c-af31-15e072649b4f,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-08 01:50:06.468549+00:00,ca,cad,gbp,atm,115.49,115.49,3.2,0.592,False,42.26.120.218,ca,False,0.392,standard,853,0.83,0,0.29,0,0,0.0,0,1.0,5.0,1
e4a98c21-e74d-4954-83f6-f758a1dfdc0e,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 03:10:02.468549+00:00,uk,gbp,usd,web,46.51,46.51,1.72,1.25,False,28.194.238.189,uk,False,0.368,standard,4,0.892,0,0.407,0,1,0.0,0,3.0,5.0,1
6979021a-94d5-4834-a1dc-e35e2b4ce4db,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-08 07:56:33.468549+00:00,us,usd,eur,mobile,179.75,179.75,3.7,0.925926,False,245.44.232.28,us,False,0.169,standard,1016,0.944,0,0.247,0,0,0.0,0,7.0,5.0,1
f38d1c57-3dd4-433e-a3cd-c07f4ec25304,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-08 08:19:24.468549+00:00,us,usd,usd,web,254.28,254.28,4.22,1.0,True,56.105.104.32,us,False,0.378,standard,1018,0.784,0,0.087,0,0,0.0,0,8.0,5.0,1
c9a639e1-2539-4901-b525-fd70ce0f7607,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-08 13:33:03.468549+00:00,us,usd,usd,mobile,102.54,102.54,2.65,1.0,False,220.126.156.148,uk,True,0.478,enhanced,367,0.939,0,0.176,0,0,0.0,0,13.0,5.0,1
af10ed77-e5e8-48b1-8111-ad48872985ac,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 14:19:34.468549+00:00,uk,gbp,eur,web,146.41,146.41,3.23,1.157407,False,170.75.234.234,us,True,0.336,standard,4,0.892,0,0.407,0,0,0.05,1,14.0,5.0,1
8f6cc82a-6c78-4fba-a2fc-d5be58332800,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 15:47:11.468549+00:00,us,usd,cny,mobile,400.46,400.46,6.69,7.142857,False,168.43.117.200,us,False,0.199,standard,147,0.551,0,0.391,0,1,0.0,0,15.0,5.0,1
3668fb94-6bb7-4523-8c80-0d54d4d21f28,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 16:11:22.468549+00:00,us,usd,php,mobile,240.72,240.72,4.18,58.823529,False,50.62.207.112,us,False,0.289,standard,147,0.551,0,0.391,0,0,0.1,0,16.0,5.0,1
791a4a5f-12b8-4514-9ed8-e033138933f1,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 22:50:04.468549+00:00,uk,gbp,cad,web,93.5,93.5,3.36,1.689189,False,163.204.46.222,uk,False,0.42,standard,4,0.892,0,0.407,0,0,0.0,0,22.0,5.0,1
37acea94-2ecf-4cba-bf3a-a2b418a02300,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 08:57:10.468549+00:00,us,usd,eur,web,67.19,67.19,-1.0,0.925926,False,71.133.231.78,ca,True,1.2,standard,263,-0.1,0,0.223,-1,0,0.0,0,8.0,6.0,1
5e82666b-f1ee-4e6d-81e1-44a5515cec16,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-09 12:35:28.468549+00:00,us,usd,eur,mobile,1071.92,1071.92,17.53,0.925926,False,252.185.23.99,us,False,0.228,standard,298,0.336,0,0.166,0,0,0.0,0,12.0,6.0,1
1b544fb7-8ba5-491c-9978-bce1e4b3733a,0bac0b84-4f9e-48e5-ae83-1d4ab38944ea,2022-10-09 13:13:09.468549+00:00,ca,cad,cny,web,9997.3,9997.3,151.89,5.285714,False,170.210.141.100,ca,False,0.108,enhanced,63,0.853,0,0.13,0,0,0.0,0,13.0,6.0,1
5a93c511-6381-41f8-90bb-79002633e334,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2022-10-09 13:43:14.468549+00:00,ca,cad,usd,web,314.46,314.46,5.88,0.74,False,63.178.168.159,ca,False,0.583,standard,947,0.625,0,0.268,0,0,0.0,0,13.0,6.0,1
e5a47731-9cc7-4c2f-b17d-06bb3cab4af5,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-09 14:04:43.468549+00:00,uk,gbp,gbp,mobile,925.39,925.39,14.22,1.0,False,199.17.240.229,uk,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,0,14.0,6.0,1
513a7286-4258-43ae-ad46-e7e03ac32f70,7795eb78-a695-44b8-932b-0217a5085912,2022-10-09 18:22:26.468549+00:00,ca,cad,php,web,115.25,115.25,3.0,43.529412,False,102.236.167.207,ca,False,0.468,low,615,0.515,0,0.355,0,0,0.0,0,18.0,6.0,1
4662cb2d-21b2-4390-ba38-5a1eddebdc7c,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 20:21:25.468549+00:00,us,usd,gbp,mobile,152.75,152.75,3.35,0.8,False,194.179.17.152,us,False,0.328,standard,263,0.522,0,0.223,5,5,0.0,0,20.0,6.0,1
9e65b86a-a961-4aa8-9600-32755b470863,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-10 08:15:05.468549+00:00,us,usd,usd,web,71.62,71.62,2.69,1.0,False,229.68.186.85,us,False,0.129,standard,1016,0.944,0,0.247,0,0,0.0,0,8.0,0.0,0
811e840c-2653-4b76-a35f-3aa357dc6c2b,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-10 09:26:44.468549+00:00,us,usd,ngn,mobile,509.65,509.65,9.13,1111.111111,False,67.186.34.7,us,False,0.504,standard,147,0.551,0,0.391,0,0,0.25,0,9.0,0.0,0
c42328f0-a715-472d-b261-61edc7ae5dd0,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-10 12:06:38.468549+00:00,us,usd,usd,mobile,190.42,190.42,-1.0,1.0,False,102.188.190.205,us,False,1.2,standard,298,-0.1,0,0.166,-1,0,0.0,0,12.0,0.0,0
68647c97-d250-415d-98a8-ee10cff1eebb,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-10 20:33:00.468549+00:00,uk,gbp,cad,atm,111.18,111.18,2.66,1.689189,True,138.106.43.124,uk,False,0.327,standard,4,0.742,0,0.407,0,0,0.0,0,20.0,0.0,0
4f87cfb4-c996-45f9-9120-67f2d0e90149,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-11 01:41:19.468549+00:00,uk,gbp,mxn,mobile,499.76,499.76,7.42,21.551724,False,5.113.153.227,uk,False,0.31,standard,4,0.892,0,0.407,7,7,0.0,0,1.0,1.0,0
780f4937-b26a-4642-aae7-aa04733c4f56,bf818924-c43b-4e91-8dd4-fbb71d30833a,2022-10-11 05:06:23.468549+00:00,us,usd,cad,web,442.22,442.22,7.36,1.351351,False,207.9.33.77,us,False,0.395,standard,830,0.799,0,0.102,0,0,0.0,0,5.0,1.0,0
d66c4718-43dd-4af8-a2da-fbfa3c393731,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-11 05:25:12.468549+00:00,us,usd,eur,web,158.26,158.26,2.85,0.925926,False,192.135.153.138,us,False,0.568,standard,263,0.522,0,0.223,0,0,0.0,0,5.0,1.0,0
579f4b32-eb9a-49a6-8738-e349e6cea441,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-11 06:00:55.468549+00:00,uk,gbp,eur,mobile,168.22,168.22,3.54,1.157407,True,199.4.153.12,uk,False,0.973,standard,4,0.742,0,0.407,0,0,0.05,0,6.0,1.0,0
26094f17-203a-4282-8548-e7eb45589e18,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-11 07:05:00.468549+00:00,us,usd,cny,mobile,147.9,147.9,2.07,7.142857,False,118.117.15.215,us,False,0.394,standard,263,0.522,0,0.223,0,0,0.0,0,7.0,1.0,0
47d17a1c-e587-4ff2-a437-d4d2c0d00417,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-11 08:50:19.468549+00:00,us,usd,gbp,mobile,42.13,42.13,2.02,0.8,False,60.165.154.6,us,False,0.2,standard,1016,0.944,0,0.247,0,0,0.0,0,8.0,1.0,0
9febfaca-b31b-44e8-95e2-afe7c8260e29,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-11 12:43:29.468549+00:00,us,usd,inr,mobile,144.6,144.6,3.6,83.333333,False,100.224.134.59,us,False,0.235,standard,1018,0.934,0,0.087,0,0,0.0,0,12.0,1.0,0
da11f3dc-1ad5-4c40-b581-be657076ed96,7795eb78-a695-44b8-932b-0217a5085912,2023-01-14 15:40:15.468549+00:00,ca,cad,cny,mobile,300.19,300.19,5.1,5.285714,False,52.129.237.158,ca,False,0.599,low,615,0.515,0,0.355,0,0,0.0,0,15.0,5.0,1
27608ef1-2ecc-4b52-84e6-e64da3250043,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-11 16:07:45.468549+00:00,us,usd,php,web,103.83,103.83,1.67,58.823529,False,208.146.129.251,us,False,0.341,standard,298,0.336,0,0.166,0,0,0.1,0,16.0,1.0,0
c3a5277c-3e69-4419-8c17-e45e3e3b7ccb,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-11 16:15:46.468549+00:00,us,usd,cad,mobile,117.63,117.63,3.7,1.351351,False,122.199.184.144,us,False,0.269,standard,298,0.336,0,0.166,0,0,0.0,0,16.0,1.0,0
eaaf5ca1-4343-4c98-9b8f-18608bd49ef8,d63571e6-4a0b-4339-9d12-3dd2f2c07d13,2022-10-11 16:18:27.468549+00:00,ca,cad,gbp,web,232.19,232.19,4.54,0.592,False,84.74.134.3,ca,False,0.194,standard,564,0.658,0,0.4,0,0,0.0,0,16.0,1.0,0
0f13554d-2407-4a8b-9e88-e26ff30deb60,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-11 16:53:00.468549+00:00,us,usd,gbp,mobile,183.95,183.95,3.2,0.8,False,242.1.90.228,us,False,0.137,enhanced,367,0.939,0,0.176,0,0,0.0,0,16.0,1.0,0
de1688bc-3b51-47fd-964c-ab23dba8e2af,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-11 22:21:22.468549+00:00,us,usd,usd,atm,125.6,125.6,3.24,1.0,False,42.142.98.175,us,False,0.422,enhanced,257,0.894,0,0.257,0,0,0.0,0,22.0,1.0,0
f23a0d7d-d6ff-444c-bf40-e1b866f6dc5c,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-11 23:39:22.468549+00:00,us,usd,php,mobile,147.99,147.99,3.82,58.823529,False,176.175.58.221,ca,True,0.416,enhanced,257,0.894,0,0.257,0,0,0.1,0,23.0,1.0,0
9258af27-3613-41a8-9267-5d8470930cf2,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-12 03:49:06.468549+00:00,uk,gbp,php,web,193.57,193.57,3.76,73.529412,True,7.83.102.222,uk,False,0.366,standard,4,0.742,0,0.407,0,0,0.0,0,3.0,2.0,0
78147049-c3ad-48cc-bc1e-8563b75c68bf,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-12 04:11:47.468549+00:00,us,usd,cny,web,57.84,57.84,2.75,7.142857,True,13.232.130.190,us,False,0.337,enhanced,257,0.744,0,0.257,0,1,0.0,0,4.0,2.0,0
1b5ca03f-8c61-47fc-9005-69f9f6e80641,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-12 08:33:52.468549+00:00,us,usd,inr,web,130.13,130.13,-1.0,83.333333,False,154.171.88.114,us,False,1.2,enhanced,257,-0.1,0,0.257,-1,0,0.0,0,8.0,2.0,0
30607163-9671-448b-aa60-ab8961444816,bf818924-c43b-4e91-8dd4-fbb71d30833a,2022-10-12 09:27:22.468549+00:00,us,usd,mxn,atm,55.96,55.96,1.7,17.241379,False,146.24.153.114,us,False,0.254,standard,830,0.799,0,0.102,0,0,0.2,0,9.0,2.0,0
8348009f-a8e7-43d6-8093-e7e7be7ffd4d,7795eb78-a695-44b8-932b-0217a5085912,2022-10-12 14:25:16.468549+00:00,ca,cad,gbp,web,72.1,72.1,1.14,0.592,False,101.69.186.100,ca,False,0.236,low,615,0.515,0,0.355,0,0,0.0,0,14.0,2.0,0
5f866299-a2d3-42d2-987e-0bdc97297bcc,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-12 15:36:15.468549+00:00,us,usd,cny,mobile,121.49,121.49,2.31,7.142857,False,219.18.107.201,us,False,0.413,standard,147,0.551,0,0.391,0,0,0.0,0,15.0,2.0,0
1f481002-d87c-4f1a-a784-ec5c21ec04b2,4cfe5cbc-d677-49bc-8739-b1d05f351250,2022-10-13 00:56:51.468549+00:00,us,usd,php,web,238.54,238.54,5.12,58.823529,False,72.250.68.177,uk,True,0.417,low,616,0.702,0,0.361,0,0,0.1,0,0.0,3.0,0
e69d481f-2ee3-4621-a58a-73fec8c63eca,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-13 03:17:46.468549+00:00,us,usd,cny,atm,385.27,385.27,7.05,7.142857,False,165.110.247.200,us,False,0.458,enhanced,367,0.939,0,0.176,0,0,0.0,0,3.0,3.0,0
12a1588f-28ad-4d64-9cb4-71e15dd52416,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-13 04:26:51.468549+00:00,us,usd,eur,mobile,92.88,92.88,1.62,0.925926,False,222.117.28.222,us,False,0.148,standard,298,0.336,0,0.166,0,0,0.0,0,4.0,3.0,0
8f522484-603d-4f6a-8af3-202673390e33,dd0a98a5-c71b-425e-a0b0-6ff81d1ccda2,2022-10-13 19:43:56.468549+00:00,us,usd,cad,web,191.16,191.16,3.9,1.351351,False,214.36.85.219,us,False,0.529,low,415,0.568,0,0.304,0,0,0.0,0,19.0,3.0,0
dad94aa0-9625-4aed-b152-ffe64e1e8258,140d2232-ee97-4934-81aa-9e5c323d7c6f,2022-10-14 05:25:12.468549+00:00,ca,cad,inr,mobile,113.48,113.48,1.99,61.666667,False,73.242.94.168,ca,False,0.147,low,824,0.607,0,0.282,0,0,0.12,0,5.0,4.0,0
e17d50e3-e308-4472-b93e-ad8b92027fca,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-14 06:50:13.468549+00:00,us,usd,php,mobile,17.54,17.54,1.04,58.823529,False,44.154.247.248,us,False,0.195,standard,263,0.522,0,0.223,0,0,0.1,0,6.0,4.0,0
